Customer_ID,Name,Gender,Age,Tenure,MonthlyCharges,SupportCalls,Churn
1611,Customer_611,Male,68,50,1242,5,Yes
1612,Customer_612,Female,21,29,756,7,No
1613,Customer_613,Female,18,57,1024,0,Yes
1614,Customer_614,Female,25,39,1281,1,No
1615,Customer_615,Female,46,95,1454,8,No
1616,Customer_616,Male,56,56,887,2,No
1617,Customer_617,Male,20,111,775,5,No
1618,Customer_618,Female,49,43,1285,4,No
1619,Customer_619,Male,27,50,455,1,No
1620,Customer_620,Male,27,23,489,6,No
1621,Customer_621,Female,36,44,1280,3,No
1622,Customer_622,Female,63,38,845,0,No
1623,Customer_623,Male,51,84,340,3,No
1624,Customer_624,Female,50,23,606,5,Yes
1625,Customer_625,Male,40,45,1242,6,Yes
1626,Customer_626,Female,45,52,637,6,No
1627,Customer_627,Male,49,80,1398,6,No
1628,Customer_628,Female,67,50,1252,2,No
1629,Customer_629,Male,24,106,578,5,Yes
1630,Customer_630,Male,46,119,1499,7,Yes
1631,Customer_631,Male,25,8,1195,3,No
1632,Customer_632,Female,18,114,572,7,No
1633,Customer_633,Male,20,85,1136,1,Yes
1634,Customer_634,Male,41,1,919,8,No
1635,Customer_635,Female,40,119,1161,8,Yes
1636,Customer_636,Female,25,8,1230,7,No
1637,Customer_637,Male,64,29,588,0,No
1638,Customer_638,Male,54,96,1023,1,No
1639,Customer_639,Female,20,102,1192,5,Yes
1640,Customer_640,Female,68,5,571,4,No
1641,Customer_641,Female,50,111,1389,8,Yes
1642,Customer_642,Female,45,86,782,4,No
1643,Customer_643,Female,64,47,1235,1,No
1644,Customer_644,Male,25,34,547,3,No
1645,Customer_645,Female,51,65,455,8,No
1646,Customer_646,Male,52,55,1370,0,No
1647,Customer_647,Male,49,119,753,0,No
1648,Customer_648,Male,41,90,500,6,No
1649,Customer_649,Female,31,43,423,2,No
1650,Customer_650,Male,49,74,300,1,No
1651,Customer_651,Male,63,30,1267,8,Yes
1652,Customer_652,Female,60,114,1154,2,Yes
1653,Customer_653,Male,33,82,939,1,No
1654,Customer_654,Male,21,17,490,7,Yes
1655,Customer_655,Female,69,26,815,5,No
1656,Customer_656,Male,54,8,741,5,No
1657,Customer_657,Male,38,47,442,6,No
1658,Customer_658,Male,31,104,832,6,No
1659,Customer_659,Female,48,113,526,5,No
1660,Customer_660,Female,65,76,1248,3,No
1661,Customer_661,Female,35,91,759,8,No
1662,Customer_662,Male,24,72,850,5,No
1663,Customer_663,Male,27,89,692,3,No
1664,Customer_664,Female,24,46,1144,2,No
1665,Customer_665,Male,50,68,509,3,No
1666,Customer_666,Male,40,33,1438,2,No
1667,Customer_667,Female,38,1,945,1,No
1668,Customer_668,Female,36,19,518,4,No
1669,Customer_669,Male,65,31,706,1,No
1670,Customer_670,Male,36,80,1187,5,No
1671,Customer_671,Male,53,14,857,2,No
1672,Customer_672,Female,46,53,849,5,No
1673,Customer_673,Female,35,48,441,8,No
1674,Customer_674,Female,19,69,911,0,No
1675,Customer_675,Female,18,105,800,5,Yes
1676,Customer_676,Male,64,90,1139,8,No
1677,Customer_677,Female,22,62,1001,3,Yes
1678,Customer_678,Female,37,92,895,1,No
1679,Customer_679,Female,28,66,580,3,No
1680,Customer_680,Female,59,114,723,0,No
1681,Customer_681,Female,19,64,1155,2,No
1682,Customer_682,Male,20,70,569,8,No
1683,Customer_683,Male,40,63,453,4,No
1684,Customer_684,Female,29,73,913,5,No
1685,Customer_685,Male,37,33,961,2,No
1686,Customer_686,Female,22,41,382,4,Yes
1687,Customer_687,Female,54,89,1246,7,No
1688,Customer_688,Male,55,48,1198,5,No
1689,Customer_689,Male,47,13,583,3,No
1690,Customer_690,Female,26,73,1279,1,No
1691,Customer_691,Female,51,117,472,8,No
1692,Customer_692,Female,70,77,1386,0,No
1693,Customer_693,Male,61,31,1396,0,No
1694,Customer_694,Female,52,105,1062,3,No
1695,Customer_695,Female,69,75,932,6,No
1696,Customer_696,Female,39,68,1086,0,No
1697,Customer_697,Male,61,98,1242,8,Yes
1698,Customer_698,Female,41,102,1311,3,No
1699,Customer_699,Female,34,110,697,2,No
1700,Customer_700,Male,27,4,1443,0,No
1701,Customer_701,Female,47,102,1233,3,No
1702,Customer_702,Female,63,19,975,8,No
1703,Customer_703,Male,40,70,1235,5,No
1704,Customer_704,Female,49,98,764,5,No
1705,Customer_705,Male,34,82,585,0,Yes
1706,Customer_706,Male,67,13,564,1,Yes
1707,Customer_707,Female,68,105,619,5,No
1708,Customer_708,Female,34,23,972,1,No
1709,Customer_709,Female,31,83,1119,2,Yes
1710,Customer_710,Female,26,109,388,3,No
1711,Customer_711,Male,57,75,1120,4,No
1712,Customer_712,Female,19,1,1300,8,No
1713,Customer_713,Male,62,88,633,3,No
1714,Customer_714,Female,42,54,521,8,No
1715,Customer_715,Female,56,71,340,2,No
1716,Customer_716,Female,26,89,367,7,Yes
1717,Customer_717,Male,39,85,1287,0,Yes
1718,Customer_718,Female,60,15,813,8,Yes
1719,Customer_719,Female,63,65,1450,8,Yes
1720,Customer_720,Female,21,76,994,1,No
1721,Customer_721,Female,43,71,1339,3,No
1722,Customer_722,Male,46,15,776,7,No
1723,Customer_723,Female,62,21,1385,6,Yes
1724,Customer_724,Male,51,19,1180,0,No
1725,Customer_725,Male,40,60,731,4,No
1726,Customer_726,Male,54,93,567,6,No
1727,Customer_727,Male,28,89,1358,3,Yes
1728,Customer_728,Male,23,33,1078,0,No
1729,Customer_729,Male,35,49,793,8,No
1730,Customer_730,Female,38,96,960,4,No
1731,Customer_731,Male,59,113,1312,1,No
1732,Customer_732,Male,53,35,1358,7,Yes
1733,Customer_733,Male,58,44,1276,1,Yes
1734,Customer_734,Female,55,102,781,2,No
1735,Customer_735,Female,51,90,1027,0,No
1736,Customer_736,Male,34,11,779,1,No
1737,Customer_737,Female,54,99,1388,6,No
1738,Customer_738,Male,42,72,1331,1,Yes
1739,Customer_739,Male,55,110,642,5,No
1740,Customer_740,Female,29,78,631,2,No
1741,Customer_741,Male,40,74,737,3,No
1742,Customer_742,Female,70,66,473,7,No
1743,Customer_743,Female,59,46,858,2,No
1744,Customer_744,Male,39,9,826,5,No
1745,Customer_745,Male,38,3,958,0,No
1746,Customer_746,Female,44,85,325,6,No
1747,Customer_747,Male,48,26,1119,7,No
1748,Customer_748,Male,23,72,904,7,No
1749,Customer_749,Male,44,48,705,2,Yes
1750,Customer_750,Female,57,66,531,0,No
1751,Customer_751,Female,51,70,832,8,No
1752,Customer_752,Male,29,28,804,5,No
1753,Customer_753,Female,62,117,478,8,No
1754,Customer_754,Female,70,93,431,6,No
1755,Customer_755,Female,24,26,647,0,Yes
1756,Customer_756,Female,27,25,839,0,No
1757,Customer_757,Female,62,12,1071,5,Yes
1758,Customer_758,Male,34,5,375,4,No
1759,Customer_759,Male,43,98,878,8,No
1760,Customer_760,Male,38,48,1153,1,No
1761,Customer_761,Female,45,37,493,7,Yes
1762,Customer_762,Female,63,79,1485,4,Yes
1763,Customer_763,Male,19,44,646,1,No
1764,Customer_764,Female,60,100,1250,5,No
1765,Customer_765,Male,18,15,1410,7,No
1766,Customer_766,Male,68,43,513,3,No
1767,Customer_767,Male,70,48,872,1,No
1768,Customer_768,Female,53,87,1079,4,No
1769,Customer_769,Female,68,70,561,1,No
1770,Customer_770,Male,43,46,1029,1,Yes
1771,Customer_771,Male,46,114,582,5,Yes
1772,Customer_772,Male,38,108,661,8,No
1773,Customer_773,Male,28,43,740,3,No
1774,Customer_774,Female,57,109,392,5,No
1775,Customer_775,Female,28,21,1052,6,Yes
1776,Customer_776,Male,53,23,1166,5,No
1777,Customer_777,Male,66,107,441,7,No
1778,Customer_778,Female,56,119,1048,3,No
1779,Customer_779,Female,57,80,952,0,No
1780,Customer_780,Male,52,47,1000,6,No
1781,Customer_781,Male,51,117,1297,2,Yes
1782,Customer_782,Male,64,15,348,5,No
1783,Customer_783,Female,41,25,1180,1,No
1784,Customer_784,Female,39,36,1459,8,No
1785,Customer_785,Female,22,75,854,0,No
1786,Customer_786,Male,50,51,703,5,No
1787,Customer_787,Male,53,15,1191,5,Yes
1788,Customer_788,Female,64,68,1164,4,No
1789,Customer_789,Female,37,21,901,4,Yes
1790,Customer_790,Male,36,13,640,0,No
1791,Customer_791,Female,52,86,1003,4,No
1792,Customer_792,Female,69,19,617,1,No
1793,Customer_793,Male,60,34,917,6,No
1794,Customer_794,Female,34,78,681,2,No
1795,Customer_795,Male,62,68,532,3,No
1796,Customer_796,Male,60,112,1116,2,No
1797,Customer_797,Male,51,117,852,2,No
1798,Customer_798,Male,26,52,1155,3,No
1799,Customer_799,Male,43,110,1118,4,No
1800,Customer_800,Male,19,27,482,0,No
1801,Customer_801,Male,70,29,1364,3,No
1802,Customer_802,Female,26,111,696,7,No
1803,Customer_803,Male,26,28,1078,6,No
1804,Customer_804,Male,57,35,1206,8,Yes
1805,Customer_805,Female,34,8,426,4,No
1806,Customer_806,Female,18,16,300,3,Yes
1807,Customer_807,Female,42,106,1491,7,No
1808,Customer_808,Male,60,36,318,8,No
1809,Customer_809,Female,57,30,883,6,No
1810,Customer_810,Male,59,18,755,6,No
1811,Customer_811,Male,42,2,1256,4,No
1812,Customer_812,Male,56,49,1432,3,No
1813,Customer_813,Male,52,77,744,0,No
1814,Customer_814,Female,20,4,901,6,No
1815,Customer_815,Female,67,90,402,0,No
1816,Customer_816,Male,54,89,1287,0,Yes
1817,Customer_817,Male,61,94,819,4,No
1818,Customer_818,Male,61,75,1476,8,No
1819,Customer_819,Female,68,7,1158,5,No
1820,Customer_820,Male,47,95,473,2,No
1821,Customer_821,Male,55,108,1304,2,Yes
1822,Customer_822,Female,51,74,730,6,Yes
1823,Customer_823,Female,29,39,1026,5,No
1824,Customer_824,Male,36,13,1149,8,Yes
1825,Customer_825,Female,54,31,1289,5,No
1826,Customer_826,Female,61,71,938,4,No
1827,Customer_827,Male,66,63,719,6,No
1828,Customer_828,Female,34,56,893,0,No
1829,Customer_829,Male,27,113,784,6,Yes
1830,Customer_830,Female,66,42,711,2,No
1831,Customer_831,Male,64,61,1235,8,No
1832,Customer_832,Male,29,42,1407,5,No
1833,Customer_833,Male,33,56,1436,8,Yes
1834,Customer_834,Female,41,36,631,4,No
1835,Customer_835,Male,36,84,954,6,No
1836,Customer_836,Female,25,68,340,3,Yes
1837,Customer_837,Male,48,118,1258,6,No
1838,Customer_838,Male,38,7,404,0,No
1839,Customer_839,Female,34,54,501,6,No
1840,Customer_840,Male,40,1,749,7,No
1841,Customer_841,Male,54,44,1209,4,No
1842,Customer_842,Female,33,120,509,1,No
1843,Customer_843,Male,23,45,862,4,No
1844,Customer_844,Male,25,106,1441,5,No
1845,Customer_845,Male,42,47,1012,1,No
1846,Customer_846,Male,35,13,1070,5,Yes
1847,Customer_847,Female,42,119,1407,5,No
1848,Customer_848,Female,29,22,753,0,No
1849,Customer_849,Male,32,118,966,0,No
1850,Customer_850,Female,43,21,928,2,No
1851,Customer_851,Male,58,86,686,2,No
1852,Customer_852,Female,62,92,595,3,No
1853,Customer_853,Male,43,9,557,1,No
1854,Customer_854,Male,64,26,1404,8,Yes
1855,Customer_855,Male,49,9,567,6,No
1856,Customer_856,Male,27,15,718,6,Yes
1857,Customer_857,Male,33,10,534,5,No
1858,Customer_858,Male,24,88,1285,2,No
1859,Customer_859,Female,34,42,873,5,No
1860,Customer_860,Male,40,72,348,7,No
1861,Customer_861,Female,43,24,1450,7,No
1862,Customer_862,Male,38,80,522,8,No
1863,Customer_863,Female,39,49,1220,0,No
1864,Customer_864,Female,24,26,576,0,No
1865,Customer_865,Female,31,91,1430,2,No
1866,Customer_866,Male,32,37,719,2,No
1867,Customer_867,Male,70,68,910,7,Yes
1868,Customer_868,Female,24,50,674,0,No
1869,Customer_869,Male,26,24,372,1,No
1870,Customer_870,Female,68,19,1353,1,No
1871,Customer_871,Male,65,100,494,2,Yes
1872,Customer_872,Female,25,60,1479,5,No
1873,Customer_873,Female,67,39,1495,0,No
1874,Customer_874,Male,40,74,1146,1,Yes
1875,Customer_875,Female,46,89,1364,0,No
1876,Customer_876,Male,35,18,1386,4,No
1877,Customer_877,Female,48,19,322,6,No
1878,Customer_878,Female,47,36,659,7,No
1879,Customer_879,Male,69,74,1398,0,No
1880,Customer_880,Male,56,97,859,6,Yes
1881,Customer_881,Male,52,55,971,4,No
1882,Customer_882,Female,35,114,1441,0,No
1883,Customer_883,Male,59,69,978,2,No
1884,Customer_884,Female,56,47,739,6,No
1885,Customer_885,Female,34,49,1232,0,No
1886,Customer_886,Male,31,99,306,6,No
1887,Customer_887,Male,48,108,720,4,Yes
1888,Customer_888,Female,41,98,1132,0,No
1889,Customer_889,Female,52,33,858,0,No
1890,Customer_890,Male,61,119,1471,0,No
1891,Customer_891,Male,62,21,1213,8,No
1892,Customer_892,Male,51,81,1306,2,Yes
1893,Customer_893,Male,20,22,425,4,No
1894,Customer_894,Male,54,48,694,8,No
1895,Customer_895,Female,60,37,1116,5,No
1896,Customer_896,Female,57,15,1180,8,No
1897,Customer_897,Female,43,35,875,7,No
1898,Customer_898,Female,40,92,624,7,Yes
1899,Customer_899,Male,61,71,1229,0,No
1900,Customer_900,Male,56,32,1132,8,Yes
1901,Customer_901,Male,32,11,1354,5,No
1902,Customer_902,Female,66,10,1136,8,Yes
1903,Customer_903,Female,21,73,1225,2,Yes
1904,Customer_904,Male,46,78,742,2,No
1905,Customer_905,Male,39,77,374,5,No
1906,Customer_906,Female,42,57,856,8,No
1907,Customer_907,Female,30,25,1478,6,No
1908,Customer_908,Male,35,2,662,2,No
1909,Customer_909,Male,50,64,747,2,No
1910,Customer_910,Female,33,35,561,1,No
1911,Customer_911,Male,62,7,424,8,Yes
1912,Customer_912,Male,59,85,1210,2,No
1913,Customer_913,Male,61,18,544,4,No
1914,Customer_914,Female,19,67,841,8,No
1915,Customer_915,Female,52,42,784,7,No
1916,Customer_916,Female,59,118,421,1,No
1917,Customer_917,Female,51,39,424,2,No
1918,Customer_918,Female,47,41,469,1,No
1919,Customer_919,Female,30,113,423,7,No
1920,Customer_920,Female,30,75,1358,5,Yes
1921,Customer_921,Male,35,103,1410,5,No
1922,Customer_922,Male,49,24,945,8,No
1923,Customer_923,Male,49,60,1085,7,No
1924,Customer_924,Male,52,46,500,3,No
1925,Customer_925,Male,56,19,668,3,Yes
1926,Customer_926,Male,63,68,1096,8,No
1927,Customer_927,Male,69,90,376,0,No
1928,Customer_928,Female,46,102,358,1,No
1929,Customer_929,Female,66,42,730,1,No
1930,Customer_930,Male,46,32,937,5,No
1931,Customer_931,Male,70,39,408,3,No
1932,Customer_932,Female,61,109,1307,2,Yes
1933,Customer_933,Male,33,110,367,2,No
1934,Customer_934,Male,61,36,1392,2,No
1935,Customer_935,Female,64,104,1488,5,Yes
1936,Customer_936,Male,27,101,604,7,No
1937,Customer_937,Female,47,97,973,6,Yes
1938,Customer_938,Male,42,36,664,3,No
1939,Customer_939,Female,56,3,1120,3,No
1940,Customer_940,Female,37,73,642,1,No
1941,Customer_941,Female,22,8,1246,0,No
1942,Customer_942,Male,18,97,1198,8,No
1943,Customer_943,Female,47,70,1432,1,No
1944,Customer_944,Male,66,41,1061,7,No
1945,Customer_945,Male,20,103,640,8,No
1946,Customer_946,Male,62,68,1241,3,Yes
1947,Customer_947,Male,31,13,682,7,No
1948,Customer_948,Female,47,49,1303,8,Yes
1949,Customer_949,Female,67,60,599,4,No
1950,Customer_950,Male,21,2,438,6,No
1951,Customer_951,Male,35,60,658,3,No
1952,Customer_952,Female,54,5,1135,0,No
1953,Customer_953,Male,42,44,782,2,No
1954,Customer_954,Female,65,27,1208,4,No
1955,Customer_955,Male,18,32,1434,2,Yes
1956,Customer_956,Male,70,21,1165,6,No
1957,Customer_957,Female,63,8,438,8,No
1958,Customer_958,Male,32,102,1295,5,No
1959,Customer_959,Female,26,72,734,0,No
1960,Customer_960,Male,32,50,808,6,No
1961,Customer_961,Male,66,67,572,2,Yes
1962,Customer_962,Male,41,118,1422,4,No
1963,Customer_963,Female,21,44,403,3,No
1964,Customer_964,Male,29,58,1061,4,No
1965,Customer_965,Male,54,3,1086,4,Yes
1966,Customer_966,Male,54,86,464,5,No
1967,Customer_967,Male,60,70,1298,5,No
1968,Customer_968,Female,23,2,819,7,No
1969,Customer_969,Female,56,87,816,7,No
1970,Customer_970,Male,63,44,956,8,No
1971,Customer_971,Female,41,2,912,7,No
1972,Customer_972,Male,28,102,463,1,No
1973,Customer_973,Male,30,81,363,0,No
1974,Customer_974,Male,51,35,1414,1,No
1975,Customer_975,Female,42,98,1440,1,No
1976,Customer_976,Female,24,87,566,2,No
1977,Customer_977,Female,69,30,1463,6,No
1978,Customer_978,Female,21,116,545,1,No
1979,Customer_979,Female,25,8,694,0,No
1980,Customer_980,Female,37,22,775,5,Yes
1981,Customer_981,Female,46,44,1276,8,No
1982,Customer_982,Female,70,58,1343,2,No
1983,Customer_983,Female,68,36,857,5,No
1984,Customer_984,Male,62,69,1317,2,No
1985,Customer_985,Female,63,77,1182,0,No
1986,Customer_986,Female,27,93,446,4,Yes
1987,Customer_987,Female,60,31,965,3,No
1988,Customer_988,Female,51,47,919,6,Yes
1989,Customer_989,Female,43,55,1119,5,Yes
1990,Customer_990,Female,58,80,1163,6,Yes
1991,Customer_991,Female,66,106,881,4,No
1992,Customer_992,Female,20,62,1322,3,Yes
1993,Customer_993,Female,23,30,994,6,No
1994,Customer_994,Female,22,55,1425,6,No
1995,Customer_995,Female,22,16,706,5,No
1996,Customer_996,Male,64,12,698,7,No
1997,Customer_997,Male,40,17,1014,3,No
1998,Customer_998,Female,66,16,1003,4,Yes
1999,Customer_999,Female,26,12,1060,3,No
2000,Customer_1000,Male,52,8,798,0,Yes
